251
-1	0	592	64	16	16
-1	0	608	64	16	16
-1	0	624	64	16	16
-1	0	640	64	16	16
-1	0	656	64	16	16
-1	0	672	64	16	16
-1	0	688	64	16	16
-1	0	704	64	16	16
-1	0	1104	64	16	16
-1	0	1120	64	16	16
-1	0	1136	64	16	16
-1	0	1152	64	16	16
-1	0	1232	64	16	16
-1	0	1248	64	16	16
-1	0	1264	64	16	16
-1	0	1280	64	16	16
-1	0	1616	64	16	16
-1	0	1632	64	16	16
-1	0	1648	64	16	16
-1	0	1664	64	16	16
-1	0	1680	64	16	16
-1	0	1696	64	16	16
-1	0	1712	64	16	16
-1	0	1728	64	16	16
-1	0	1904	64	16	16
-1	0	1920	64	16	16
-1	0	432	96	16	16
-1	0	448	96	16	16
-1	0	464	96	16	16
-1	0	480	96	16	16
-1	0	496	96	16	16
-1	0	512	96	16	16
-1	0	528	96	16	16
-1	0	544	96	16	16
-1	0	560	96	16	16
-1	0	1328	96	16	16
-1	0	1344	96	16	16
-1	0	1360	96	16	16
-1	0	1376	96	16	16
-1	0	1392	96	16	16
-1	0	1408	96	16	16
-1	0	1424	96	16	16
-1	0	1440	96	16	16
-1	0	1456	96	16	16
-1	0	1472	96	16	16
-1	0	1488	96	16	16
-1	0	1504	96	16	16
-1	0	1520	96	16	16
-1	0	1536	96	16	16
-1	0	1552	96	16	16
-1	0	1568	96	16	16
-1	0	1584	96	16	16
-1	0	2160	96	16	16
-1	0	2176	96	16	16
-1	0	2192	96	16	16
-1	0	2208	96	16	16
-1	0	2736	96	16	16
-1	0	2752	96	16	16
-1	0	2768	96	16	16
-1	0	2784	96	16	16
-1	0	2800	96	16	16
-1	0	2816	96	16	16
-1	0	2832	96	16	16
-1	0	2848	96	16	16
-1	0	272	128	16	16
-1	0	288	128	16	16
-1	0	304	128	16	16
-1	0	320	128	16	16
-1	0	336	128	16	16
-1	0	352	128	16	16
-1	0	368	128	16	16
-1	0	384	128	16	16
-1	0	400	128	16	16
-1	0	1296	128	16	16
-1	0	1312	128	16	16
-1	0	1488	128	16	16
-1	0	1504	128	16	16
-1	0	2064	128	16	16
-1	0	2080	128	16	16
-1	0	2096	128	16	16
-1	0	2112	128	16	16
-1	0	2128	128	16	16
-1	0	2352	128	16	16
-1	0	2368	128	16	16
-1	0	2512	128	16	16
-1	0	2528	128	16	16
-1	0	2544	128	16	16
-1	0	2560	128	16	16
-1	0	2672	128	16	16
-1	0	2688	128	16	16
-1	0	2704	128	16	16
-1	0	0	160	16	16
-1	0	16	160	16	16
-1	0	32	160	16	16
-1	0	48	160	16	16
-1	0	64	160	16	16
-1	0	80	160	16	16
-1	0	96	160	16	16
-1	0	112	160	16	16
-1	0	128	160	16	16
-1	0	144	160	16	16
-1	0	160	160	16	16
-1	0	176	160	16	16
-1	0	192	160	16	16
-1	0	208	160	16	16
-1	0	224	160	16	16
-1	0	240	160	16	16
-1	0	976	160	16	16
-1	0	992	160	16	16
-1	0	1008	160	16	16
-1	0	1024	160	16	16
-1	0	1040	160	16	16
-1	0	1056	160	16	16
-1	0	1072	160	16	16
-1	0	1168	160	16	16
-1	0	1184	160	16	16
-1	0	1200	160	16	16
-1	0	1216	160	16	16
-1	0	1392	160	16	16
-1	0	1408	160	16	16
-1	0	1584	160	16	16
-1	0	1600	160	16	16
-1	0	1616	160	16	16
-1	0	1632	160	16	16
-1	0	1648	160	16	16
-1	0	1664	160	16	16
-1	0	2256	160	16	16
-1	0	2272	160	16	16
-1	0	2288	160	16	16
-1	0	2304	160	16	16
-1	0	2320	160	16	16
-1	0	2416	160	16	16
-1	0	2432	160	16	16
-1	0	2448	160	16	16
-1	0	2464	160	16	16
-1	0	2480	160	16	16
-1	0	2608	160	16	16
-1	0	2624	160	16	16
-1	0	2640	160	16	16
-1	0	2960	160	16	16
-1	0	2976	160	16	16
-1	0	2992	160	16	16
-1	0	3008	160	16	16
-1	0	3024	160	16	16
-1	0	576	64	16	16
-1	0	1216	64	16	16
-1	0	1600	64	16	16
-1	0	416	96	16	16
-1	0	928	96	16	16
-1	0	2144	96	16	16
-1	0	2720	96	16	16
-1	0	256	128	16	16
-1	0	864	128	16	16
-1	0	1984	128	16	16
-1	0	2048	128	16	16
-1	0	2336	128	16	16
-1	0	2496	128	16	16
-1	0	2656	128	16	16
-1	0	800	160	16	16
-1	0	1824	160	16	16
-1	0	2944	160	16	16
-1	0	1280	128	16	16
-1	0	1472	128	16	16
-1	0	1152	160	16	16
-1	0	1376	160	16	16
-1	0	1568	160	16	16
-1	0	720	64	16	16
-1	0	1168	64	16	16
